"Method","tau","n","p","seed","K","beta0","beta1","beta2","beta3","time"
"two_step_Neyman",0.9,5000,3,60,NA,2.74496455761508,-0.600676209250538,-0.0992563026880839,9.09736746749504,0.0289999999999964
"two_step_LS",0.9,5000,3,60,NA,-6.81378074149305,10.4170680089493,5.28249954867324,11.4487987562201,0.00999999999999091
"mRock_kNN_global_linear_Neyman",0.9,5000,3,61,301,10.8473268803078,-11.2829825240223,-4.08413964916881,7.03003367267482,8.733
"mRock_kNN_global_bs_Neyman",0.9,5000,3,61,301,-2.06156031311983,-4.62772021991789,1.58002175960396,6.82310426568354,11.531
"mRock_kNN_global_linear_Neyman",0.9,5000,3,61,602,7.60854385836175,-9.95561655123637,-2.49138997198668,5.43782438777972,7.04400000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,61,602,-2.01882688255988,-4.88257311721294,1.65664706632717,6.92231058107149,11.012
"two_step_Neyman",0.9,5000,3,61,NA,3.75356571981127,-8.78297076720009,0.387526592687036,9.8936304289728,0.0300000000000011
"two_step_LS",0.9,5000,3,61,NA,-3.22774491124718,3.51473077674205,5.48360630523431,6.70251277679931,0.0109999999999957
"mRock_kNN_global_linear_Neyman",0.9,5000,3,62,301,12.0397511336954,-2.97862721289907,-5.71640630667937,2.71072439703035,8.523
"mRock_kNN_global_bs_Neyman",0.9,5000,3,62,301,-1.80458424167808,0.327084982918502,-2.39847899984456,6.85887264646214,12.112
"mRock_kNN_global_linear_Neyman",0.9,5000,3,62,602,8.68147890323427,-2.70716677762192,-5.75155726233665,4.12117071701604,7.37199999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,62,602,-2.02113446167923,1.18916450164208,-2.76670141571978,6.85945557541863,11.404
"two_step_Neyman",0.9,5000,3,62,NA,2.64452553510939,-0.143172592984928,-3.14674058505885,6.60037320035045,0.0300000000000011
"two_step_LS",0.9,5000,3,62,NA,-5.22390833361957,9.42762218266063,1.54044367682324,7.49406922919139,0.0120000000000005
"mRock_kNN_global_linear_Neyman",0.9,5000,3,63,301,17.0397416876577,0.425230346921089,-8.9348479319104,-4.6733479997491,8.908
"mRock_kNN_global_bs_Neyman",0.9,5000,3,63,301,3.28700171764664,4.30364434207999,-7.10605595582603,-4.42278475452389,11.756
"mRock_kNN_global_linear_Neyman",0.9,5000,3,63,602,13.3958943347544,2.37158744565274,-9.21541341448641,-5.08357084632907,7.41300000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,63,602,2.91890300823059,4.46994298433197,-6.7941038652535,-4.77879491874482,11.454
"two_step_Neyman",0.9,5000,3,63,NA,7.53896983622821,3.36965600105721,-7.32427383070854,-4.23491773941814,0.0330000000000155
"two_step_LS",0.9,5000,3,63,NA,0.16091040993633,15.3327858675068,-4.36565627789165,-4.22812126608133,0.0180000000000007
"mRock_kNN_global_linear_Neyman",0.9,5000,3,64,301,14.5621472280449,-5.94892192589642,-3.98829480328269,-3.25533145059144,9.134
"mRock_kNN_global_bs_Neyman",0.9,5000,3,64,301,1.75942012550051,-0.335765639339846,0.0901471944892736,-5.54697430991172,12.308
"mRock_kNN_global_linear_Neyman",0.9,5000,3,64,602,13.1418436598551,-3.33845276654762,-4.11470964567872,-7.98258139589318,7.708
"mRock_kNN_global_bs_Neyman",0.9,5000,3,64,602,2.43016319201726,0.697274752991818,-0.181527733166022,-7.03687405358147,11.305
"two_step_Neyman",0.9,5000,3,64,NA,10.5122802348947,-1.92973680328627,-2.71545245631543,-6.08655062163746,0.0309999999999775
"two_step_LS",0.9,5000,3,64,NA,1.14301075119365,9.47086676300129,4.267315333884,-6.39575609826887,0.0100000000000193
"mRock_kNN_global_linear_Neyman",0.9,5000,3,65,301,13.5528628901422,1.35150091419544,-5.02474894316484,-1.91787394672156,8.08500000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,65,301,-0.977357720276134,4.24632483444296,1.63123933860603,-0.572037143727518,11.088
"mRock_kNN_global_linear_Neyman",0.9,5000,3,65,602,8.63003617266317,-1.11019892524908,-4.2266564290485,1.77928182361617,6.90700000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,65,602,-1.46540920311165,2.90844624153639,1.36943228887805,0.481625773117996,10.322
"two_step_Neyman",0.9,5000,3,65,NA,3.43881085271616,3.23648779833736,-0.228686713817625,2.24980926310501,0.0349999999999966
"two_step_LS",0.9,5000,3,65,NA,-2.81096962818223,14.7307907508231,2.95158856350814,-0.153220266279691,0.0139999999999816
"mRock_kNN_global_linear_Neyman",0.9,5000,3,66,301,11.456429323099,-2.45153041337434,-7.78285141577807,-2.09286559295801,8.926
"mRock_kNN_global_bs_Neyman",0.9,5000,3,66,301,-2.56516838642977,-0.237296597936089,-2.65291261210347,1.92831801422139,11.761
"mRock_kNN_global_linear_Neyman",0.9,5000,3,66,602,8.02319402418713,-4.10100736599092,-6.51369882029015,1.55947183687531,7.69499999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,66,602,-3.24180852065933,0.355126083632676,-2.52476886050877,4.97980737859872,11.167
"two_step_Neyman",0.9,5000,3,66,NA,3.98330110398383,0.880443190802987,-6.44919710374679,4.50766930811542,0.0290000000000248
"two_step_LS",0.9,5000,3,66,NA,-6.28211885428791,15.1443444887676,-5.24580636218829,9.39784684698519,0.0109999999999957
"mRock_kNN_global_linear_Neyman",0.9,5000,3,67,301,13.5040997845319,-2.41535542935244,-4.18268209372278,-3.63358776874776,8.482
"mRock_kNN_global_bs_Neyman",0.9,5000,3,67,301,-1.87463515966048,2.72090446766331,1.09268930330233,-0.55000914738975,12.081
"mRock_kNN_global_linear_Neyman",0.9,5000,3,67,602,11.0928470172623,-3.31071599603521,-4.33215606420422,-2.92511851651808,7.08999999999997
"mRock_kNN_global_bs_Neyman",0.9,5000,3,67,602,-2.26415165208964,3.48176188685918,1.84251862136915,-1.02195214061448,11.18
"two_step_Neyman",0.9,5000,3,67,NA,3.19033284616575,4.1779366106475,2.08120821562961,-3.64967874982039,0.0310000000000059
"two_step_LS",0.9,5000,3,67,NA,-6.1754024493243,12.6847777963719,5.78846468629206,2.69061010765367,0.0100000000000193
"mRock_kNN_global_linear_Neyman",0.9,5000,3,68,301,13.7861148579305,-7.65750945265244,-7.19432971086126,-0.0880205226557502,8.304
"mRock_kNN_global_bs_Neyman",0.9,5000,3,68,301,-0.767864231864081,-2.60794772416262,-4.42264744341475,-1.87032096614005,11.972
"mRock_kNN_global_linear_Neyman",0.9,5000,3,68,602,9.23285084913722,-7.21924879579822,-6.22530109273361,0.702101625717872,7.482
"mRock_kNN_global_bs_Neyman",0.9,5000,3,68,602,-0.834976978642636,-2.4537390051072,-4.3370853053193,-2.16097493354662,11.445
"two_step_Neyman",0.9,5000,3,68,NA,4.84274595600989,-2.75099971051178,-6.16668083642702,-2.7391199814357,0.0300000000000011
"two_step_LS",0.9,5000,3,68,NA,-1.77468122292174,4.962305642907,-1.07512339455986,-2.3506681207507,0.0149999999999864
"mRock_kNN_global_linear_Neyman",0.9,5000,3,69,301,12.8475269348268,-7.77354900890285,-1.06073898122096,-0.0258345552248729,8.69200000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,69,301,1.03053555276963,-4.68550259497371,1.7507720140911,-0.710599013429252,11.66
"mRock_kNN_global_linear_Neyman",0.9,5000,3,69,602,11.1133517802734,-8.01860127521094,-1.28903844108143,-1.57863252407854,7.28200000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,69,602,1.31639308445867,-5.14473883455864,2.08488218382514,-1.99879536281735,11.271
"two_step_Neyman",0.9,5000,3,69,NA,8.01296047734428,-4.24277306261795,-0.38373437630942,-4.75324204028226,0.0360000000000014
"two_step_LS",0.9,5000,3,69,NA,1.63827083819749,4.97947819489789,4.86229734224127,-6.17676408682587,0.00999999999999091
"mRock_kNN_global_linear_Neyman",0.9,5000,3,7,301,10.5439273185139,-7.71275750498262,-3.20284239072671,5.25142250426449,9.14
"mRock_kNN_global_bs_Neyman",0.9,5000,3,7,301,-1.12998335678443,-3.05526123691574,1.14294254201334,3.38104422957799,11.924
"mRock_kNN_global_linear_Neyman",0.9,5000,3,7,602,9.03250048317566,-7.42811632682658,-3.19330702226763,3.5817034152338,7.39200000000002
"mRock_kNN_global_bs_Neyman",0.9,5000,3,7,602,-1.55772933134972,-3.06821643985108,1.97508900798777,3.24149669553851,11.105
"two_step_Neyman",0.9,5000,3,7,NA,4.21797066239899,-4.05654477640762,-0.211532920245278,6.56608422738701,0.0360000000000014
"two_step_LS",0.9,5000,3,7,NA,-2.27845214134377,6.2941371989085,4.36816075340034,4.57488079499964,0.0110000000000241
"mRock_kNN_global_linear_Neyman",0.9,5000,3,70,301,14.6339168958604,-7.22293652955524,-9.18926078487973,3.30897795737683,8.667
"mRock_kNN_global_bs_Neyman",0.9,5000,3,70,301,1.70831341499594,-4.56795171152535,-3.87850882759185,3.46149331582092,11.691
"mRock_kNN_global_linear_Neyman",0.9,5000,3,70,602,10.8299984899262,-7.31729851204748,-7.94536285062872,3.30635198770297,7.369
"mRock_kNN_global_bs_Neyman",0.9,5000,3,70,602,1.70250114909615,-4.89950739116531,-4.40751033509788,4.37639282145936,11.319
"two_step_Neyman",0.9,5000,3,70,NA,8.42405689227959,-3.8023883034858,-8.03006009991634,4.08864786308794,0.02800000000002
"two_step_LS",0.9,5000,3,70,NA,2.51417637620979,7.36850261528792,-5.04958823845453,1.77419527302479,0.0109999999999957
"mRock_kNN_global_linear_Neyman",0.9,5000,3,71,301,14.8534886612771,-3.97899390625047,-5.25183897180005,-3.3296874397432,7.892
"mRock_kNN_global_bs_Neyman",0.9,5000,3,71,301,1.64626043057976,-1.64848686954441,-1.69602353461842,-0.716402241904879,11.546
"mRock_kNN_global_linear_Neyman",0.9,5000,3,71,602,12.2946198621904,-5.03993913164474,-5.67448936009078,-3.13466033298739,7.25200000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,71,602,1.85079433521951,-2.00914290062171,-2.77181845339323,-0.454293486299769,11.121
"two_step_Neyman",0.9,5000,3,71,NA,8.28403584429387,-1.9503643090692,-3.64870324923385,-2.0595586243319,0.0320000000000107
"two_step_LS",0.9,5000,3,71,NA,0.223999295293579,10.5281437145754,0.411192529888698,-2.97442210240036,0.0120000000000005
"mRock_kNN_global_linear_Neyman",0.9,5000,3,72,301,12.9504982230613,-3.46195033694098,-4.4337639700958,-3.71390417735105,8.444
"mRock_kNN_global_bs_Neyman",0.9,5000,3,72,301,-0.038740418534329,3.12484557975753,-0.743677099436239,-4.65383486729027,11.584
"mRock_kNN_global_linear_Neyman",0.9,5000,3,72,602,10.7467328279763,-1.18298679461001,-4.40542408525011,-5.19188260749915,7.21699999999998
"mRock_kNN_global_bs_Neyman",0.9,5000,3,72,602,-0.0340542509124857,4.2134796789031,-1.34175141463063,-4.74985618614908,11.15
"two_step_Neyman",0.9,5000,3,72,NA,7.17974884365397,2.81712310777247,-3.44542167334072,-5.59759685254134,0.0289999999999964
"two_step_LS",0.9,5000,3,72,NA,-0.341567418909502,15.2471170788878,1.76710189093552,-8.31426308346771,0.0120000000000005
"mRock_kNN_global_linear_Neyman",0.9,5000,3,73,301,14.975342604111,-0.624931354689328,-3.73202315507596,-4.45713777259463,8.44600000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,73,301,1.75176858690346,3.07952161109481,0.0149541578474954,-2.91971549462556,11.478
"mRock_kNN_global_linear_Neyman",0.9,5000,3,73,602,11.9794806094051,-0.792211184575644,-2.11612350563713,-2.93591804863733,6.964
"mRock_kNN_global_bs_Neyman",0.9,5000,3,73,602,1.69148070902565,3.22390060864485,0.365668177938094,-2.56913636894725,11.065
"two_step_Neyman",0.9,5000,3,73,NA,6.62732102468044,-2.48258724558309,-1.38300400300624,0.0557801815158343,0.0300000000000011
"two_step_LS",0.9,5000,3,73,NA,-1.55860437722302,10.0499519914,4.50720225924577,-1.53684817102507,0.0150000000000148
"mRock_kNN_global_linear_Neyman",0.9,5000,3,74,301,14.6485210394498,0.487692193835301,-11.1226946559327,0.896665617624054,9.274
"mRock_kNN_global_bs_Neyman",0.9,5000,3,74,301,0.696936584617501,3.82041155115717,-4.14418372580532,-3.94718399281684,11.866
"mRock_kNN_global_linear_Neyman",0.9,5000,3,74,602,11.8650862194924,0.531599130714393,-8.47808770062286,-0.810592119553879,7.446
"mRock_kNN_global_bs_Neyman",0.9,5000,3,74,602,0.311807426992943,5.55361207874298,-3.53079554204645,-3.94389890312237,10.867
"two_step_Neyman",0.9,5000,3,74,NA,11.9178824776595,13.8424235486924,-11.9237840746278,-13.8103514470134,0.0339999999999918
"two_step_LS",0.9,5000,3,74,NA,2.68976053369326,25.5337081921629,-9.88655697945545,-8.88572114583173,0.01400000000001
"mRock_kNN_global_linear_Neyman",0.9,5000,3,75,301,14.5992360296738,-5.20873216806322,2.98414255085246,-2.9528545523518,8.191
"mRock_kNN_global_bs_Neyman",0.9,5000,3,75,301,0.472694863000984,0.121607489492316,7.23464505527688,-1.91868321885911,11.622
"mRock_kNN_global_linear_Neyman",0.9,5000,3,75,602,10.5533354016339,-6.66998943671575,2.83108009898505,-1.38853833160437,7.29300000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,75,602,0.0914281252716447,-1.36996969039085,7.47454094676391,-1.2401105189343,10.922
"two_step_Neyman",0.9,5000,3,75,NA,5.6945777927307,-1.577106331132,6.11757631679287,-3.0645818230266,0.0300000000000011
"two_step_LS",0.9,5000,3,75,NA,-1.96144030596033,7.62004177144083,12.8805254972559,-3.94503886134856,0.0100000000000193
"mRock_kNN_global_linear_Neyman",0.9,5000,3,76,301,14.3775317144231,-7.45690278033296,-5.53522747623725,2.68770986022551,10.656
"mRock_kNN_global_bs_Neyman",0.9,5000,3,76,301,-0.606572538295877,-5.34081092156872,-1.37760904933707,6.68615938064566,13.587
"mRock_kNN_global_linear_Neyman",0.9,5000,3,76,602,10.4448721172366,-7.12083721753654,-4.85074513763682,1.49082867246549,8.607
"mRock_kNN_global_bs_Neyman",0.9,5000,3,76,602,-1.05546143689526,-5.25429108299328,-1.24690637883849,6.01238450440858,12.128
"two_step_Neyman",0.9,5000,3,76,NA,5.05230829133111,-7.35718213039499,-2.63560067569415,8.77326438236772,0.0330000000000155
"two_step_LS",0.9,5000,3,76,NA,-2.2649467522428,1.06681982117713,2.30685487876272,9.5933289529932,0.0130000000000052
"mRock_kNN_global_linear_Neyman",0.9,5000,3,77,301,14.3338339402101,-3.51875764406319,-3.61746580657731,-3.91568798873819,11.224
"mRock_kNN_global_bs_Neyman",0.9,5000,3,77,301,0.129993656326759,0.75316880147616,0.63936483393775,-0.572208008843333,13.71
"mRock_kNN_global_linear_Neyman",0.9,5000,3,77,602,11.5880423012818,-6.59371655528642,-4.31247166592865,1.5205791779318,8.56899999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,77,602,1.40067615525862,0.388991340826637,-1.26360243982357,1.14790753368471,11.951
"two_step_Neyman",0.9,5000,3,77,NA,7.55803041540426,-2.78440137809796,-3.22443933097939,4.66781278686545,0.0380000000000109
"two_step_LS",0.9,5000,3,77,NA,-2.46189930949728,11.9249519908063,3.14431932117809,3.80493102392576,0.0170000000000243
"mRock_kNN_global_linear_Neyman",0.9,5000,3,78,301,17.6542812754834,-7.01582805572973,-6.05900702370942,-5.49825324396969,9.87700000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,78,301,2.55549449163523,-3.43227407778529,-1.64328167963581,-4.7255002732392,14.055
"mRock_kNN_global_linear_Neyman",0.9,5000,3,78,602,13.9985424137725,-7.10359942798511,-4.86641164634433,-4.57122646905062,8.28799999999998
"mRock_kNN_global_bs_Neyman",0.9,5000,3,78,602,1.7872011545973,-4.70952441344738,-1.16618211010303,-4.81538816489646,12.911
"two_step_Neyman",0.9,5000,3,78,NA,9.68013648988057,-11.1159337568397,-5.54133844608072,-3.6232758957452,0.0309999999999775
"two_step_LS",0.9,5000,3,78,NA,0.552006083551363,1.85519442007528,0.448375979821567,-4.54714592896021,0.0130000000000052
"mRock_kNN_global_linear_Neyman",0.9,5000,3,79,301,13.8552345698564,-2.73741191603797,-1.75549373972758,0.175388827663659,9.42700000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,79,301,-1.66141381529925,5.92170442124803,1.39609472470327,-2.92825132272714,12.559
"mRock_kNN_global_linear_Neyman",0.9,5000,3,79,602,10.6574573539224,-0.958049590581069,-2.88114305563479,-1.59619608577242,8.297
"mRock_kNN_global_bs_Neyman",0.9,5000,3,79,602,-1.68303211385478,6.06636066754149,0.616124072067913,-1.49428602939113,11.773
"two_step_Neyman",0.9,5000,3,79,NA,4.78981346413561,3.06120737303578,-0.871984374453996,-1.57878515642332,0.0279999999999916
"two_step_LS",0.9,5000,3,79,NA,-5.56240571567214,15.357184219896,5.30153462945572,0.163315138776806,0.0150000000000148
"mRock_kNN_global_linear_Neyman",0.9,5000,3,8,301,13.9520462307883,-5.27775854750878,-4.07544074497201,-1.44225512019573,9.042
"mRock_kNN_global_bs_Neyman",0.9,5000,3,8,301,2.33977836290845,0.487206940717029,-0.168518858589327,-2.61444196185392,12.035
"mRock_kNN_global_linear_Neyman",0.9,5000,3,8,602,10.7833072081972,-5.21266453719083,-3.78689099756972,-1.08678299219923,7.399
"mRock_kNN_global_bs_Neyman",0.9,5000,3,8,602,2.27514041023617,-0.411873971247652,0.220140542123771,-1.43433548416291,11.054
"two_step_Neyman",0.9,5000,3,8,NA,6.98892312785496,-1.61712294675914,-0.811229563402558,-1.13138578271992,0.0330000000000155
"two_step_LS",0.9,5000,3,8,NA,-0.889990329279117,8.63127861738056,2.78037583341109,0.635643968777232,0.0129999999999768
"mRock_kNN_global_linear_Neyman",0.9,5000,3,80,301,15.5691308671285,-5.88725871880368,-4.63974673358378,-1.31362573280196,8.7
"mRock_kNN_global_bs_Neyman",0.9,5000,3,80,301,2.56981459066444,0.302024843753837,-0.181396998321264,-2.20040342456202,12.188
"mRock_kNN_global_linear_Neyman",0.9,5000,3,80,602,13.3602434574929,-4.53337316753747,-4.76498118463103,-3.76174994862751,8.095
"mRock_kNN_global_bs_Neyman",0.9,5000,3,80,602,2.42191227968877,0.300531372668822,-1.60879653429023,-2.06445253796704,11.789
"two_step_Neyman",0.9,5000,3,80,NA,9.27919797167675,-2.73652329694666,-2.29944271480164,3.52803584166768,0.032999999999987
"two_step_LS",0.9,5000,3,80,NA,-0.0919255201392277,9.95012873454171,3.2161064082456,4.18847843309527,0.0109999999999957
"mRock_kNN_global_linear_Neyman",0.9,5000,3,81,301,11.7130461156008,-1.54318366659734,-4.27903904847063,0.736282754415871,8.568
"mRock_kNN_global_bs_Neyman",0.9,5000,3,81,301,-0.471761114091513,1.90128750164635,-1.26240721178217,-0.103620956507994,12.264
"mRock_kNN_global_linear_Neyman",0.9,5000,3,81,602,9.11761570421959,-3.60011743221578,-4.12486928732332,1.29732543015128,7.208
"mRock_kNN_global_bs_Neyman",0.9,5000,3,81,602,-0.619772307033671,0.717590508118265,-1.29464356434816,1.01725439320673,11.398
"two_step_Neyman",0.9,5000,3,81,NA,4.99463357919855,-2.27626217339226,-3.58684767747094,4.03873690245198,0.0349999999999966
"two_step_LS",0.9,5000,3,81,NA,-2.13716392176522,10.4022448305923,-0.133256431674407,2.7652314162595,0.0120000000000005
"mRock_kNN_global_linear_Neyman",0.9,5000,3,82,301,15.7140490377517,4.04041472852008,-8.37828178047994,-0.79470160981669,8.88800000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,82,301,1.89626594473053,7.87872580069143,-5.15673387716745,-1.75029110907989,11.89
"mRock_kNN_global_linear_Neyman",0.9,5000,3,82,602,12.7211987312559,4.25225456107946,-7.60376037941478,-1.13205437619201,7.404
"mRock_kNN_global_bs_Neyman",0.9,5000,3,82,602,1.97584565123145,8.60459771547012,-5.36955352275702,-1.80830562919283,11.368
"two_step_Neyman",0.9,5000,3,82,NA,9.26748238338858,9.17510678123312,-4.96453842073275,-4.97396360913358,0.0310000000000059
"two_step_LS",0.9,5000,3,82,NA,-1.11662622962865,23.8063573427488,-0.0469512439643349,-3.68181263020999,0.0120000000000005
"mRock_kNN_global_linear_Neyman",0.9,5000,3,83,301,13.7589238920625,-9.4928302321808,-6.93782827366735,1.18769245303309,8.69800000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,83,301,1.75068674792581,-0.119627212489157,-3.50384165383215,-6.78593891344703,12.27
"mRock_kNN_global_linear_Neyman",0.9,5000,3,83,602,11.1678662085518,-9.4294330720653,-4.39145027919831,-0.146876393646536,7.71100000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,83,602,1.45779874415192,-0.900058199401509,-2.30420033690283,-6.54482535799101,11.503
"two_step_Neyman",0.9,5000,3,83,NA,7.89601169228084,-0.059777620307494,-1.62383722523718,-9.79690205726385,0.0300000000000011
"two_step_LS",0.9,5000,3,83,NA,-0.556212003033211,11.200172759086,3.82755981406823,-9.93816528149856,0.00999999999999091
"mRock_kNN_global_linear_Neyman",0.9,5000,3,84,301,13.5514708266976,-6.91380582921742,-5.12762743197067,-0.33261121033877,8.129
"mRock_kNN_global_bs_Neyman",0.9,5000,3,84,301,-1.3426225345505,-1.94012238590882,-0.536160230997675,0.798994223757271,11.843
"mRock_kNN_global_linear_Neyman",0.9,5000,3,84,602,12.4892936164676,-4.53880603541871,-5.65924071258077,-3.79588588156988,7.43199999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,84,602,-1.87354845233803,-0.703677545497111,-1.04219379197858,-0.100774719348035,11.363
